index_waters,Electrophile,Electrophile SMILES,Nucleophile,Nucleophile SMILES,Product SMILES,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,inhibition % in 5-fold dilution
R9,E175_2-fluorobenzoic acid,C1=CC=C(C(=C1)C(=O)O)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccccc3F)CCC[C@]21C,25.6,18.6,42.1,15,0
R10,E269_o-Tolylacetic acid,CC1=CC=CC=C1CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,Cc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,5.3,30.4,85.1,7.3,0
R13,"E29_(1R)-(-)-10-CAMPHORSULFONIC ACID, 98%",CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(C)(C)O)C1CC2,21.7,0,0,-21.4,0
R14,E76_2-(FLUOROSULFONYL)DIFLUOROACETIC ACID,C(=O)(C(F)(F)S(=O)(=O)F)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(F)(F)S(=O)(=O)F)C1CC2,13.2,0,0,3.3,0
R15,E122_2-acetyloxybenzoic acid,CC(=O)OC1=CC=CC=C1C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(=O)Oc1c(cccc1)CNC[C@@]2(C)C3[C@](C)(CCC2)c4c(CC3)cc(C(C)C)c(c4)O,0,2,100,-17.2,0
R16,"E161_2-(2,6-dimethoxyanilino)-2-oxoacetic acid",COC1=C(C(=CC=C1)OC)NC(=O)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,COc1cccc(OC)c1NC(=O)CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,5.2,6.5,55.6,-7.2,0
R17,"E203_(4R)-4-[(3R,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCC(C)C3CCC4C5CCC6CC(O)CCC6(C)C5CCC34C)C1CC2,0,0,0,19.8,0
R18,E249_2-(1H-Pyrazol-1-yl)benzoic acid,C1=CC=C(C(=C1)C(=O)O)N2C=CC=N2,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccccc3-n3cccn3)C1CC2,0,16.5,100,-36.7,0
R19,E303_3-(Naphthalen-2-yl)acrylic acid,C1=CC=C2C=C(C=CC2=C1)C=CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC=Cc3ccc4ccccc4c3)C1CC2,0,0.5,100,-7.2,0
R20,E45_4-PHENYLBUTYRIC ACID 99%,C1=CC=C(C=C1)CCCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCCc3ccccc3)C1CC2,0,0.8,100,1,0
R21,E175_2-fluorobenzoic acid,C1=CC=C(C(=C1)C(=O)O)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccccc3F)C1CC2,0,2.1,100,-3.9,0
R22,E269_o-Tolylacetic acid,CC1=CC=CC=C1CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,Cc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0,0.5,100,18.9,0
R25,"E29_(1R)-(-)-10-CAMPHORSULFONIC ACID, 98%",CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(C)(C)O)CCC[C@]3(C)C2CC1,46.2,0,0,78.9,-6.28
R26,E76_2-(FLUOROSULFONYL)DIFLUOROACETIC ACID,C(=O)(C(F)(F)S(=O)(=O)F)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(F)(F)S(=O)(=O)F)CCC[C@]3(C)C2CC1,23,13.7,37.4,44,0
R27,E122_2-acetyloxybenzoic acid,CC(=O)OC1=CC=CC=C1C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(=O)Oc1ccccc1CNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,4.4,2.8,39.1,25.3,0
R28,"E161_2-(2,6-dimethoxyanilino)-2-oxoacetic acid",COC1=C(C(=CC=C1)OC)NC(=O)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,COc1c(c(ccc1)OC)NC(=O)CNC[C@@]2(C)C3[C@](C)(CCC2)C4C(=CC3)C=C(C(C)C)CC4,31.8,15,32.1,49.4,0
R29,"E203_(4R)-4-[(3R,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCC(C)C4CCC5C6CCC7CC(O)CCC7(C)C6CCC45C)CCC[C@]3(C)C2CC1,0.7,0.9,56.2,16.7,0
R30,E249_2-(1H-Pyrazol-1-yl)benzoic acid,C1=CC=C(C(=C1)C(=O)O)N2C=CC=N2,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccccc4-n4cccn4)CCC[C@]3(C)C2CC1,13.1,46.5,78,42,0
R31,E303_3-(Naphthalen-2-yl)acrylic acid,C1=CC=C2C=C(C=CC2=C1)C=CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC=Cc4ccc5ccccc5c4)CCC[C@]3(C)C2CC1,4.4,9.7,68.8,7.5,0
R32,E45_4-PHENYLBUTYRIC ACID 99%,C1=CC=C(C=C1)CCCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCCc4ccccc4)CCC[C@]3(C)C2CC1,1.6,4.5,73.8,-3.8,0
R33,E175_2-fluorobenzoic acid,C1=CC=C(C(=C1)C(=O)O)F,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccccc4F)CCC[C@]3(C)C2CC1,8.7,13.1,60.1,15.8,0
R34,E269_o-Tolylacetic acid,CC1=CC=CC=C1CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,Cc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,2.5,11.6,82.2,4.4,0
R37,"E29_(1R)-(-)-10-CAMPHORSULFONIC ACID, 98%",CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)(C)O)c(C(C)C)cc3CCC12,25.1,6.5,20.6,-9,0
R38,E76_2-(FLUOROSULFONYL)DIFLUOROACETIC ACID,C(=O)(C(F)(F)S(=O)(=O)F)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(F)(F)S(=O)(=O)F)c(C(C)C)cc3CCC12,20.7,0,0,-13.4,0
R39,E122_2-acetyloxybenzoic acid,CC(=O)OC1=CC=CC=C1C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4OC(C)=O)c(C(C)C)cc3CCC12,1.6,6.2,79.5,19.8,0
R40,"E161_2-(2,6-dimethoxyanilino)-2-oxoacetic acid",COC1=C(C(=CC=C1)OC)NC(=O)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(=O)Nc4c(OC)cccc4OC)c(C(C)C)cc3CCC12,8.5,4.8,36,17.6,0
R41,"E203_(4R)-4-[(3R,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCC(C)C4CCC5C6CCC7CC(O)CCC7(C)C6CCC45C)c(C(C)C)cc3CCC12,0.6,0,0,-15.8,0
R42,E249_2-(1H-Pyrazol-1-yl)benzoic acid,C1=CC=C(C(=C1)C(=O)O)N2C=CC=N2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4-n4cccn4)c(C(C)C)cc3CCC12,32.3,11.9,27,4.1,0
R43,E303_3-(Naphthalen-2-yl)acrylic acid,C1=CC=C2C=C(C=CC2=C1)C=CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC=Cc4ccc5ccccc5c4)c(C(C)C)cc3CCC12,14.9,18.5,55.4,14.4,0
R44,E45_4-PHENYLBUTYRIC ACID 99%,C1=CC=C(C=C1)CCCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCCc4ccccc4)c(C(C)C)cc3CCC12,11.3,22,66.1,-8.4,0
R45,E175_2-fluorobenzoic acid,C1=CC=C(C(=C1)C(=O)O)F,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4F)c(C(C)C)cc3CCC12,18.6,0.6,2.9,-7.9,0
R46,E269_o-Tolylacetic acid,CC1=CC=CC=C1CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccccc4C)c(C(C)C)cc3CCC12,13.9,24,63.3,5.6,0
S1,E30_4-Bromophenylacetic acid,C1=CC(=CC=C1CC(=O)O)Br,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3ccc(Br)cc3)CCC[C@]21C,36.93,19.3,34.3,85.4,-13.11
S2,"E77_2-FLUORO-4-NITROBENZOIC ACID, 98%",C1=CC(=C(C=C1[N+](=O)[O-])F)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc([N+](=O)[O-])cc3F)CCC[C@]21C,25.31,37.1,59.4,37.1,0
S3,E123_3-methoxybenzoic acid,COC1=CC=CC(=C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,COc1cccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)c1,26.49,19.5,42.5,60.2,0
S4,"E162_3,5-dichloropyridine-2-carboxylic acid",C1=C(C=NC(=C1Cl)C(=O)O)Cl,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ncc(Cl)cc3Cl)CCC[C@]21C,36.78,27.1,42.4,71.1,-3.77
S5,E205_2-(3-methoxyphenyl)acetic acid,COC1=CC=CC(=C1)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,COc1cccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)c1,16.22,9.1,35.9,21.3,0
S6,E256_1-Phenyl-1-cyclopropanecarboxylic acid,C1CC1(C2=CC=CC=C2)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3(c4ccccc4)CC3)CCC[C@]21C,21.04,0,0,25.2,0
S7,E304_3-(Naphthalen-1-yl)acrylic acid,C1=CC=C2C(=C1)C=CC=C2C=CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC=Cc3cccc4ccccc34)CCC[C@]21C,17.11,23.3,57.7,45.2,0
S8,"E46_5-PHENYLVALERIC ACID, 99.0+%",C1=CC=C(C=C1)CCCCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCCCc3ccccc3)CCC[C@]21C,3.87,32.5,89.4,27.7,0
S9,E178_furan-3-carboxylic acid,C1=COC=C1C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccoc3)CCC[C@]21C,19.92,6.4,24.3,19.7,0
S10,E271_Tetrahydro-2H-pyran-2-carboxylic acid,C1CCOC(C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3CCCCO3)CCC[C@]21C,6.24,24.1,79.4,23.1,0
S13,E30_4-Bromophenylacetic acid,C1=CC(=CC=C1CC(=O)O)Br,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCc3ccc(Br)cc3)C1CC2,0,0,0,17.3,0
S14,"E77_2-FLUORO-4-NITROBENZOIC ACID, 98%",C1=CC(=C(C=C1[N+](=O)[O-])F)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc([N+](=O)[O-])cc3F)C1CC2,0.47,3.8,88.9,14.3,0
S15,E123_3-methoxybenzoic acid,COC1=CC=CC(=C1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,COc1cccc(CNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)c1,2.25,9.7,81.1,34.6,0
S16,"E162_3,5-dichloropyridine-2-carboxylic acid",C1=C(C=NC(=C1Cl)C(=O)O)Cl,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ncc(Cl)cc3Cl)C1CC2,0,20.8,100,33,0
S17,E205_2-(3-methoxyphenyl)acetic acid,COC1=CC=CC(=C1)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,COc1cccc(CCNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)c1,0,0,0,21.4,0
S18,E256_1-Phenyl-1-cyclopropanecarboxylic acid,C1CC1(C2=CC=CC=C2)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3(c4ccccc4)CC3)C1CC2,1.21,0.7,35.3,35.7,0
S19,E304_3-(Naphthalen-1-yl)acrylic acid,C1=CC=C2C(=C1)C=CC=C2C=CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC=Cc3cccc4ccccc34)C1CC2,0,0,0,30.7,0
S20,"E46_5-PHENYLVALERIC ACID, 99.0+%",C1=CC=C(C=C1)CCCCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCCCc3ccccc3)C1CC2,0,2.9,100,34.2,0
S21,E178_furan-3-carboxylic acid,C1=COC=C1C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccoc3)C1CC2,0.6,2.8,82.1,40.5,0
S22,E271_Tetrahydro-2H-pyran-2-carboxylic acid,C1CCOC(C1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3CCCCO3)C1CC2,0,0.8,100,31.2,0
S25,E30_4-Bromophenylacetic acid,C1=CC(=CC=C1CC(=O)O)Br,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCc4ccc(Br)cc4)CCC[C@]3(C)C2CC1,3.4,12.8,79,-0.7,0
S26,"E77_2-FLUORO-4-NITROBENZOIC ACID, 98%",C1=CC(=C(C=C1[N+](=O)[O-])F)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc([N+](=O)[O-])cc4F)CCC[C@]3(C)C2CC1,19.1,21.4,52.9,45.6,0
S27,E123_3-methoxybenzoic acid,COC1=CC=CC(=C1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,COc1cccc(CNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)c1,10.2,5.2,34,10.3,0
S28,"E162_3,5-dichloropyridine-2-carboxylic acid",C1=C(C=NC(=C1Cl)C(=O)O)Cl,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ncc(Cl)cc4Cl)CCC[C@]3(C)C2CC1,22.3,29.7,57.1,7.6,0
S29,E205_2-(3-methoxyphenyl)acetic acid,COC1=CC=CC(=C1)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,COc1cccc(CCNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)c1,9.9,2.2,17.9,22.4,0
S30,E256_1-Phenyl-1-cyclopropanecarboxylic acid,C1CC1(C2=CC=CC=C2)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4(c5ccccc5)CC4)CCC[C@]3(C)C2CC1,12.5,0,0,9.9,0
S31,E304_3-(Naphthalen-1-yl)acrylic acid,C1=CC=C2C(=C1)C=CC=C2C=CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC=Cc4cccc5ccccc45)CCC[C@]3(C)C2CC1,2.4,8.5,77.9,7.6,0
S32,"E46_5-PHENYLVALERIC ACID, 99.0+%",C1=CC=C(C=C1)CCCCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCCCc4ccccc4)CCC[C@]3(C)C2CC1,1.4,7.8,84.8,15.9,0
S33,E178_furan-3-carboxylic acid,C1=COC=C1C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccoc4)CCC[C@]3(C)C2CC1,6.8,13.3,66.1,27.9,0
S34,E271_Tetrahydro-2H-pyran-2-carboxylic acid,C1CCOC(C1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4CCCCO4)CCC[C@]3(C)C2CC1,2.6,9.1,77.8,15.1,0
S37,E30_4-Bromophenylacetic acid,C1=CC(=CC=C1CC(=O)O)Br,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccc(Br)cc4)c(C(C)C)cc3CCC12,9.5,19.7,67.5,6.7,0
S38,"E77_2-FLUORO-4-NITROBENZOIC ACID, 98%",C1=CC(=C(C=C1[N+](=O)[O-])F)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc([N+](=O)[O-])cc4F)c(C(C)C)cc3CCC12,11.8,3.6,23.2,37.7,0
S39,E123_3-methoxybenzoic acid,COC1=CC=CC(=C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cccc(OC)c4)c(C(C)C)cc3CCC12,18.4,0.8,4,-4.7,0
S40,"E162_3,5-dichloropyridine-2-carboxylic acid",C1=C(C=NC(=C1Cl)C(=O)O)Cl,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ncc(Cl)cc4Cl)c(C(C)C)cc3CCC12,9.9,17.9,64.4,13.3,0
S41,E205_2-(3-methoxyphenyl)acetic acid,COC1=CC=CC(=C1)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4cccc(OC)c4)c(C(C)C)cc3CCC12,12,5.3,30.5,9.8,0
S42,E256_1-Phenyl-1-cyclopropanecarboxylic acid,C1CC1(C2=CC=CC=C2)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4(c5ccccc5)CC4)c(C(C)C)cc3CCC12,7,0,0,23.5,0
S43,E304_3-(Naphthalen-1-yl)acrylic acid,C1=CC=C2C(=C1)C=CC=C2C=CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC=Cc4cccc5ccccc45)c(C(C)C)cc3CCC12,12.9,14.6,53.2,20.7,0
S44,"E46_5-PHENYLVALERIC ACID, 99.0+%",C1=CC=C(C=C1)CCCCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCCCc4ccccc4)c(C(C)C)cc3CCC12,8.1,23.3,74.2,19.3,0
S45,E178_furan-3-carboxylic acid,C1=COC=C1C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccoc4)c(C(C)C)cc3CCC12,12.8,2,13.2,15.8,0
